TicketID,CustomerID,IssueType,Priority,ResolutionDays,Resolved
T012818,C004618,Feature,Low,11,No
T012819,C025906,Login,Low,8,No
T012820,C003583,Cancellation,High,10,No
T012821,C035682,Billing,Low,0,Yes
T012822,C045320,Feature,Medium,2,No
T012823,C028448,Billing,Medium,7,No
T012824,C024366,Bug,Medium,3,No
T012825,C012351,Feature,High,2,No
T012826,C037420,Feature,Medium,2,Yes
T012827,C004564,Cancellation,High,1,Yes
T012828,C020672,Cancellation,Medium,3,Yes
T012829,C006324,Billing,High,5,No
T012830,C002389,Billing,High,5,No
T012831,C044072,Cancellation,Low,13,No
T012832,C021968,Bug,High,11,Yes
T012833,C040034,Bug,Low,12,Yes
T012834,C001386,Billing,Low,14,Yes
T012835,C014684,Feature,Low,12,Yes
T012836,C022451,Billing,High,10,No
T012837,C008005,Billing,High,11,Yes
T012838,C026526,Cancellation,Low,12,Yes
T012839,C008879,Bug,Low,1,No
T012840,C008455,Bug,Medium,5,No
T012841,C019595,Billing,Medium,1,Yes
T012842,C048588,Cancellation,Medium,10,Yes
T012843,C003580,Cancellation,Low,3,Yes
T012844,C040157,Login,High,4,No
T012845,C045230,Login,High,3,No
T012846,C000835,Feature,Low,0,No
T012847,C001125,Feature,Low,15,Yes
T012848,C000223,Feature,Low,5,Yes
T012849,C017374,Bug,High,2,Yes
T012850,C000515,Billing,High,0,Yes
T012851,C022516,Billing,Low,12,Yes
T012852,C007611,Cancellation,Medium,10,No
T012853,C027764,Bug,Low,11,Yes
T012854,C020827,Bug,High,14,Yes
T012855,C031458,Feature,High,5,No
T012856,C022945,Cancellation,Medium,2,Yes
T012857,C023082,Feature,Medium,0,Yes
T012858,C033153,Billing,Medium,13,No
T012859,C029593,Billing,High,2,No
T012860,C042269,Feature,Medium,1,No
T012861,C041528,Billing,Low,14,No
T012862,C006459,Login,Low,1,Yes
T012863,C039253,Bug,Medium,10,No
T012864,C030263,Feature,Medium,14,No
T012865,C012315,Billing,High,2,No
T012866,C001461,Feature,Medium,2,No
T012867,C033267,Feature,High,4,Yes
T012868,C040183,Login,Low,11,Yes
T012869,C005784,Feature,Low,3,No
T012870,C006494,Login,Medium,4,No
T012871,C017306,Bug,High,10,Yes
T012872,C005607,Cancellation,High,4,No
T012873,C033901,Feature,Low,6,Yes
T012874,C042738,Cancellation,High,6,Yes
T012875,C047809,Bug,Low,5,No
T012876,C004797,Billing,High,7,No
T012877,C049525,Bug,Medium,15,No
T012878,C041486,Feature,Low,15,No
T012879,C001869,Feature,High,12,Yes
T012880,C037436,Billing,Medium,1,No
T012881,C007158,Billing,High,15,No
T012882,C014579,Feature,Medium,14,No
T012883,C012835,Bug,High,14,No
T012884,C000913,Cancellation,Medium,5,No
T012885,C002655,Feature,Low,10,No
T012886,C002607,Billing,Low,8,Yes
T012887,C048130,Billing,High,14,No
T012888,C022747,Bug,Low,7,No
T012889,C007458,Bug,Medium,14,Yes
T012890,C037382,Bug,Low,9,Yes
T012891,C029644,Login,Medium,1,Yes
T012892,C006744,Login,High,3,No
T012893,C003273,Bug,Low,0,Yes
T012894,C039523,Billing,High,12,No
T012895,C017985,Cancellation,Medium,10,Yes
T012896,C002822,Billing,Medium,4,Yes
T012897,C029059,Cancellation,High,8,No
T012898,C024150,Feature,Medium,2,No
T012899,C024592,Billing,Low,10,Yes
T012900,C047892,Cancellation,Low,14,Yes
T012901,C038737,Cancellation,Medium,12,Yes
T012902,C048424,Cancellation,Medium,3,No
T012903,C021063,Billing,High,15,No
T012904,C020045,Bug,High,10,Yes
T012905,C020230,Billing,Medium,3,No
T012906,C026498,Cancellation,Medium,5,No
T012907,C035072,Cancellation,Low,4,Yes
T012908,C034423,Bug,High,3,No
T012909,C000800,Bug,High,6,Yes
T012910,C048804,Feature,Low,4,Yes
T012911,C022844,Feature,Medium,14,No
T012912,C040025,Cancellation,Medium,12,Yes
T012913,C018792,Billing,High,8,Yes
T012914,C034887,Cancellation,High,5,No
T012915,C022428,Bug,High,11,No
T012916,C012296,Billing,High,9,No
T012917,C018525,Cancellation,High,12,Yes
T012918,C023875,Cancellation,Medium,15,Yes
T012919,C001917,Billing,High,7,Yes
T012920,C049980,Bug,Low,5,Yes
T012921,C030786,Login,Low,12,No
T012922,C047804,Feature,Low,2,No
T012923,C025879,Feature,Medium,6,No
T012924,C031845,Cancellation,Low,9,No
T012925,C041426,Login,Low,14,No
T012926,C022343,Bug,Medium,6,Yes
T012927,C019305,Billing,Medium,2,Yes
T012928,C029488,Cancellation,High,0,No
T012929,C002077,Billing,High,8,No
T012930,C034283,Cancellation,Medium,8,No
T012931,C045143,Login,High,5,Yes
T012932,C040811,Billing,High,4,Yes
T012933,C043637,Billing,High,13,No
T012934,C008620,Cancellation,High,6,No
T012935,C033547,Feature,High,2,No
T012936,C024175,Feature,Low,14,Yes
T012937,C028984,Feature,Medium,2,Yes
T012938,C039656,Billing,Low,10,Yes
T012939,C048276,Cancellation,Medium,12,No
T012940,C004354,Bug,Low,13,No
T012941,C025961,Login,Low,6,No
T012942,C014533,Bug,High,12,No
T012943,C009750,Billing,High,5,No
T012944,C010547,Cancellation,Medium,1,No
T012945,C023108,Feature,High,8,No
T012946,C042262,Billing,Low,7,No
T012947,C009782,Login,High,15,Yes
T012948,C008545,Bug,Medium,4,No
T012949,C006571,Cancellation,Medium,7,Yes
T012950,C006970,Login,High,4,No
T012951,C045371,Billing,Low,12,No
T012952,C049386,Bug,High,11,Yes
T012953,C043618,Cancellation,Medium,5,Yes
T012954,C004129,Login,High,5,Yes
T012955,C015158,Billing,Low,0,Yes
T012956,C008749,Login,Low,12,No
T012957,C027676,Billing,Medium,4,Yes
T012958,C004053,Cancellation,Medium,12,No
T012959,C021600,Bug,Medium,3,No
T012960,C010265,Feature,Medium,1,No
T012961,C036833,Cancellation,High,12,No
T012962,C005516,Bug,High,0,Yes
T012963,C009522,Billing,Medium,10,No
T012964,C036452,Bug,High,6,Yes
T012965,C004089,Billing,High,15,Yes
T012966,C000151,Feature,Low,15,No
T012967,C015291,Billing,High,14,Yes
T012968,C039123,Login,Low,8,Yes
T012969,C030138,Bug,High,14,No
T012970,C009119,Cancellation,High,6,Yes
T012971,C007445,Cancellation,Low,12,Yes
T012972,C006222,Billing,Low,2,No
T012973,C049932,Feature,Medium,14,No
T012974,C036391,Cancellation,High,9,Yes
T012975,C043622,Feature,Low,9,No
T012976,C040999,Cancellation,Medium,6,Yes
T012977,C020937,Cancellation,High,2,No
T012978,C044976,Billing,Low,10,No
T012979,C001094,Bug,High,2,No
T012980,C015175,Bug,Low,13,Yes
T012981,C010166,Feature,Medium,6,No
T012982,C007243,Cancellation,Medium,5,No
T012983,C029914,Login,Medium,4,No
T012984,C004876,Billing,High,13,Yes
T012985,C015580,Bug,Low,7,No
T012986,C002027,Bug,Medium,1,Yes
T012987,C046236,Billing,Low,5,No
T012988,C039438,Bug,Low,7,No
T012989,C013725,Cancellation,Medium,11,Yes
T012990,C016592,Feature,Medium,0,Yes
T012991,C001850,Login,High,8,No
T012992,C036799,Bug,High,5,Yes
T012993,C030043,Login,High,5,Yes
T012994,C016908,Bug,Low,7,Yes
T012995,C035029,Billing,High,10,Yes
T012996,C025991,Billing,High,7,Yes
T012997,C011899,Cancellation,Medium,0,Yes
T012998,C000760,Cancellation,High,5,No
T012999,C049399,Login,Low,13,Yes
T013000,C037340,Cancellation,Low,11,Yes
T013001,C037809,Cancellation,Low,7,Yes
T013002,C010324,Login,Low,14,Yes
T013003,C024370,Feature,Medium,12,No
T013004,C030919,Billing,Medium,6,No
T013005,C009094,Login,Low,6,Yes
T013006,C044740,Login,Medium,3,Yes
T013007,C022058,Login,High,1,No
T013008,C040030,Bug,Medium,9,No
T013009,C041924,Bug,Medium,6,No
T013010,C015889,Billing,High,14,No
T013011,C047717,Login,Low,4,No
T013012,C000317,Bug,High,10,No
T013013,C038523,Bug,High,2,Yes
T013014,C035881,Bug,Low,15,Yes
T013015,C046666,Login,Low,10,Yes
T013016,C008600,Bug,Medium,11,No
T013017,C039262,Feature,Medium,12,Yes
T013018,C046052,Login,Medium,15,No
T013019,C034599,Feature,Low,7,No
T013020,C041790,Feature,Low,9,Yes
T013021,C044836,Bug,Medium,7,Yes
T013022,C048145,Bug,Low,4,No
T013023,C025595,Bug,Medium,6,Yes
T013024,C038894,Cancellation,Medium,6,No
T013025,C024963,Billing,Low,12,No
T013026,C048588,Cancellation,Medium,0,No
T013027,C024565,Login,Low,4,No
T013028,C009453,Bug,High,1,Yes
T013029,C045293,Billing,Low,15,No
T013030,C032982,Billing,High,11,No
T013031,C049759,Billing,Low,14,No
T013032,C026594,Bug,Medium,8,Yes
T013033,C021814,Bug,Low,3,Yes
T013034,C003888,Feature,High,7,Yes
T013035,C037966,Login,High,10,No
T013036,C046317,Bug,High,12,Yes
T013037,C040627,Feature,Medium,4,No
T013038,C048078,Cancellation,Medium,14,No
T013039,C048249,Billing,Medium,8,No
T013040,C008140,Cancellation,Medium,0,Yes
T013041,C024353,Login,Medium,13,No
T013042,C025207,Login,Low,1,Yes
T013043,C004606,Bug,Medium,9,Yes
T013044,C025762,Bug,Low,10,Yes
T013045,C045051,Cancellation,High,1,No
T013046,C036316,Cancellation,Medium,0,Yes
T013047,C025068,Billing,Medium,8,Yes
T013048,C049738,Bug,Low,5,Yes
T013049,C011936,Cancellation,Low,9,Yes
T013050,C034955,Bug,Low,8,No
T013051,C013849,Feature,Low,3,Yes
T013052,C019469,Feature,Medium,4,No
T013053,C023929,Feature,High,2,No
T013054,C023310,Cancellation,High,6,Yes
T013055,C040538,Billing,Medium,9,No
T013056,C022519,Bug,High,2,No
T013057,C018751,Login,High,7,Yes
T013058,C005204,Billing,Low,8,Yes
T013059,C040663,Feature,Low,11,No
T013060,C043940,Cancellation,Low,5,No
T013061,C016164,Billing,Medium,3,No
T013062,C034287,Billing,High,13,Yes
T013063,C033227,Feature,High,11,Yes
T013064,C025212,Cancellation,High,3,No
T013065,C033532,Cancellation,High,8,Yes
T013066,C031230,Feature,Low,1,Yes
T013067,C012893,Bug,High,0,No
T013068,C001816,Bug,High,5,Yes
T013069,C037810,Login,Low,5,Yes
T013070,C002629,Login,Low,1,No
T013071,C025588,Login,Low,14,Yes
T013072,C007295,Bug,Medium,12,No
T013073,C023502,Cancellation,Medium,7,Yes
T013074,C018318,Login,High,9,No
T013075,C023054,Billing,Low,15,Yes
T013076,C006489,Feature,Low,4,No
T013077,C008158,Feature,Low,7,No
T013078,C037488,Bug,Low,12,No
T013079,C042701,Cancellation,Medium,10,Yes
T013080,C048600,Cancellation,Medium,7,No
T013081,C020318,Billing,High,13,Yes
T013082,C029008,Billing,High,12,No
T013083,C001929,Billing,Medium,15,Yes
T013084,C046888,Billing,High,15,No
T013085,C007939,Login,High,9,Yes
T013086,C012476,Bug,Low,2,No
T013087,C037245,Bug,Medium,7,No
T013088,C003157,Bug,Low,8,Yes
T013089,C003683,Bug,Low,5,Yes
T013090,C008091,Bug,Low,2,No
T013091,C046015,Bug,High,13,No
T013092,C041226,Bug,High,5,No
T013093,C009699,Billing,High,5,Yes
T013094,C021154,Login,Low,5,Yes
T013095,C030954,Bug,Low,8,No
T013096,C045287,Login,Low,12,No
T013097,C027593,Billing,Medium,12,No
T013098,C027114,Login,High,1,Yes
T013099,C029010,Login,High,6,No
T013100,C005634,Bug,Medium,8,Yes
T013101,C017044,Feature,Low,6,No
T013102,C044093,Login,Low,0,No
T013103,C005070,Billing,Medium,4,No
T013104,C048142,Bug,Medium,14,No
T013105,C029725,Login,High,15,Yes
T013106,C035704,Billing,High,14,No
T013107,C002917,Billing,High,10,No
T013108,C028292,Cancellation,High,13,Yes
T013109,C033206,Bug,Low,12,Yes
T013110,C011215,Billing,Low,8,No
T013111,C013389,Billing,Low,8,No
T013112,C030863,Login,High,3,No
T013113,C004034,Cancellation,Low,15,No
T013114,C011915,Login,Medium,10,No
T013115,C031003,Login,Low,4,No
T013116,C008235,Cancellation,Medium,0,Yes
T013117,C017554,Bug,High,7,No
T013118,C037826,Cancellation,Low,5,No
T013119,C008369,Cancellation,High,2,No
T013120,C019979,Bug,Medium,0,Yes
T013121,C028980,Feature,Medium,6,Yes
T013122,C028719,Billing,Low,7,Yes
T013123,C031009,Feature,High,3,Yes
T013124,C041044,Bug,High,3,No
T013125,C002021,Bug,High,0,No
T013126,C038288,Bug,High,7,Yes
T013127,C049025,Cancellation,Medium,3,No
T013128,C030025,Cancellation,Low,7,Yes
T013129,C039481,Bug,High,9,Yes
T013130,C005608,Feature,High,7,Yes
T013131,C026981,Login,Medium,3,Yes
T013132,C027666,Login,Medium,15,No
T013133,C007618,Feature,Medium,6,Yes
T013134,C006258,Bug,Medium,6,No
T013135,C007057,Feature,Medium,11,Yes
T013136,C035687,Billing,High,14,No
T013137,C041198,Login,Medium,1,Yes
T013138,C024469,Bug,Medium,3,No
T013139,C020922,Billing,Medium,6,No
T013140,C041968,Bug,High,4,No
T013141,C048710,Feature,Low,15,No
T013142,C025756,Bug,Medium,13,Yes
T013143,C019420,Cancellation,Medium,3,Yes
T013144,C037421,Cancellation,High,4,No
T013145,C019158,Bug,Medium,7,Yes
T013146,C029660,Feature,Medium,15,Yes
T013147,C018631,Billing,Low,3,Yes
T013148,C007876,Billing,High,15,No
T013149,C025180,Billing,Low,10,No
T013150,C024484,Bug,Low,9,No
T013151,C013586,Cancellation,High,14,No
T013152,C012893,Login,Low,11,Yes
T013153,C024566,Login,High,2,No
T013154,C038373,Cancellation,Medium,7,No
T013155,C036880,Bug,Medium,13,No
T013156,C021901,Feature,Medium,3,Yes
T013157,C024189,Billing,Low,13,No
T013158,C037969,Feature,Low,1,Yes
T013159,C041636,Cancellation,High,0,Yes
T013160,C028622,Bug,Low,0,No
T013161,C027690,Cancellation,Low,15,Yes
T013162,C045032,Billing,Medium,5,No
T013163,C049853,Cancellation,Medium,6,No
T013164,C044098,Login,High,11,No
T013165,C048027,Cancellation,Low,14,Yes
T013166,C021092,Billing,High,8,Yes
T013167,C039699,Billing,Low,1,No
T013168,C013485,Billing,High,10,No
T013169,C025865,Cancellation,Low,6,No
T013170,C026314,Login,Low,9,Yes
T013171,C026156,Bug,High,4,Yes
T013172,C007780,Cancellation,Medium,6,No
T013173,C015988,Bug,Low,10,No
T013174,C039535,Feature,Low,6,Yes
T013175,C043122,Billing,Medium,3,No
T013176,C003847,Feature,Low,6,No
T013177,C010165,Bug,Low,4,Yes
T013178,C019166,Cancellation,Low,15,No
T013179,C019091,Bug,Low,1,No
T013180,C032673,Bug,High,8,No
T013181,C019718,Billing,Medium,12,Yes
T013182,C000030,Bug,Medium,1,Yes
T013183,C001699,Login,Medium,14,No
T013184,C029014,Feature,Medium,7,Yes
T013185,C041300,Billing,High,14,Yes
T013186,C010630,Login,Low,5,No
T013187,C006062,Login,Medium,13,No
T013188,C029622,Billing,High,4,Yes
T013189,C026405,Bug,Medium,3,Yes
T013190,C012848,Login,Low,11,Yes
T013191,C040254,Bug,High,10,No
T013192,C007654,Feature,Low,12,Yes
T013193,C001489,Billing,Low,3,No
T013194,C025636,Bug,Low,15,No
T013195,C038395,Billing,Low,0,Yes
T013196,C017794,Feature,Medium,5,No
T013197,C044467,Bug,Medium,7,Yes
T013198,C021713,Billing,Low,3,No
T013199,C028144,Login,High,13,Yes
T013200,C032352,Cancellation,Low,3,Yes
T013201,C030451,Billing,Low,0,No
T013202,C047628,Cancellation,Medium,9,Yes
T013203,C038677,Cancellation,Low,13,No
T013204,C039472,Bug,Low,7,No
T013205,C031701,Billing,Low,14,No
T013206,C007118,Feature,High,8,No
T013207,C032825,Billing,Medium,1,Yes
T013208,C031189,Feature,High,6,No
T013209,C019646,Billing,High,15,No
T013210,C015878,Billing,Medium,1,Yes
T013211,C047030,Cancellation,Medium,6,No
T013212,C008468,Login,High,15,Yes
T013213,C000623,Bug,High,0,No
T013214,C007073,Billing,Medium,5,Yes
T013215,C034786,Cancellation,High,14,Yes
T013216,C042032,Login,Medium,13,No
T013217,C006423,Cancellation,Low,11,Yes
T013218,C036608,Bug,High,7,No
T013219,C037280,Bug,High,3,Yes
T013220,C029464,Feature,High,10,Yes
T013221,C019000,Feature,High,15,Yes
T013222,C040895,Billing,Low,15,No
T013223,C024718,Billing,Low,3,No
T013224,C038038,Billing,Low,12,No
T013225,C035147,Login,Medium,12,Yes
T013226,C006889,Cancellation,High,10,Yes
T013227,C013050,Login,Medium,11,No
T013228,C006726,Bug,High,12,No
T013229,C024791,Login,Medium,7,No
T013230,C049260,Bug,High,6,No
T013231,C042162,Cancellation,Low,9,No
T013232,C001790,Feature,Low,5,Yes
T013233,C048669,Bug,Low,13,Yes
T013234,C031327,Bug,Medium,2,No
T013235,C002950,Bug,High,14,No
T013236,C044938,Login,Low,8,No
T013237,C015061,Billing,Medium,1,Yes
T013238,C000314,Bug,High,6,Yes
T013239,C002877,Bug,High,3,No
T013240,C005212,Billing,Medium,12,Yes
T013241,C004885,Billing,Low,15,Yes
T013242,C008141,Feature,Low,4,No
T013243,C045566,Feature,Low,6,Yes
T013244,C031836,Bug,High,1,No
T013245,C024155,Login,Medium,5,No
T013246,C039334,Feature,Low,8,No
T013247,C045510,Bug,Low,8,No
T013248,C044163,Billing,Medium,1,No
T013249,C007714,Feature,High,12,No
T013250,C047549,Bug,Medium,9,No
T013251,C040919,Feature,Medium,11,Yes
T013252,C045353,Cancellation,Low,2,No
T013253,C010015,Cancellation,High,10,Yes
T013254,C028855,Cancellation,Medium,9,No
T013255,C019255,Login,Medium,6,No
T013256,C031329,Bug,High,2,No
T013257,C017001,Cancellation,Low,8,No
T013258,C016003,Billing,Low,15,No
T013259,C024022,Bug,Medium,15,Yes
T013260,C016085,Login,Medium,1,Yes
T013261,C019836,Billing,Medium,0,Yes
T013262,C039149,Login,Medium,5,No
T013263,C037716,Billing,High,8,No
T013264,C015440,Billing,High,9,No
T013265,C007211,Bug,High,13,No
T013266,C027069,Feature,Low,11,No
T013267,C046054,Cancellation,High,4,No
T013268,C046730,Bug,High,11,Yes
T013269,C020267,Login,Low,6,Yes
T013270,C007364,Cancellation,Medium,4,Yes
T013271,C015327,Billing,Medium,6,No
T013272,C010418,Cancellation,High,6,Yes
T013273,C011869,Cancellation,Medium,12,Yes
T013274,C005014,Login,Medium,6,Yes
T013275,C007006,Cancellation,High,12,No
T013276,C029226,Login,Medium,13,Yes
T013277,C010646,Feature,Medium,4,Yes
T013278,C049951,Feature,Low,11,No
T013279,C040914,Login,Low,7,No
T013280,C038404,Cancellation,High,12,Yes
T013281,C030010,Bug,Medium,8,Yes
T013282,C029013,Cancellation,Medium,13,No
T013283,C038606,Cancellation,Low,14,Yes
T013284,C010211,Cancellation,High,9,No
T013285,C037382,Bug,Low,3,Yes
T013286,C036624,Login,Low,9,No
T013287,C029067,Feature,High,4,No
T013288,C011943,Billing,Medium,2,Yes
T013289,C033349,Feature,High,12,No
T013290,C026795,Cancellation,Medium,2,Yes
T013291,C001645,Billing,Medium,5,No
T013292,C034666,Login,High,14,Yes
T013293,C018504,Login,Low,11,No
T013294,C003882,Cancellation,High,14,Yes
T013295,C044561,Billing,Medium,15,Yes
T013296,C017306,Billing,Low,15,No
T013297,C032714,Bug,Medium,6,No
T013298,C011785,Cancellation,Low,4,Yes
T013299,C034741,Bug,Low,2,Yes
T013300,C007707,Login,Low,2,No
T013301,C029583,Cancellation,High,6,Yes
T013302,C025639,Cancellation,Low,6,No
T013303,C020421,Cancellation,Medium,0,Yes
T013304,C011643,Login,Medium,2,No
T013305,C047939,Login,Low,11,Yes
T013306,C028305,Cancellation,Low,0,Yes
T013307,C036650,Cancellation,High,10,No
T013308,C049576,Billing,Low,14,No
T013309,C038169,Billing,Low,12,Yes
T013310,C007713,Login,Low,8,Yes
T013311,C047851,Login,High,12,No
T013312,C049825,Billing,High,10,Yes
T013313,C046560,Cancellation,Medium,15,Yes
T013314,C000080,Feature,High,4,Yes
T013315,C038953,Billing,Low,3,No
T013316,C003768,Bug,Low,6,No
T013317,C022692,Feature,Medium,11,Yes
T013318,C046887,Bug,Low,10,No
T013319,C036684,Cancellation,High,15,No
T013320,C010322,Login,Medium,11,Yes
T013321,C047049,Billing,Medium,7,Yes
T013322,C035438,Cancellation,High,10,Yes
T013323,C009574,Login,High,11,Yes
T013324,C047053,Billing,Low,8,No
T013325,C045916,Login,Low,13,Yes
T013326,C037591,Cancellation,Medium,3,Yes
T013327,C028054,Cancellation,Low,4,No
T013328,C009864,Feature,High,6,Yes
T013329,C012978,Login,Medium,1,Yes
T013330,C045986,Login,Medium,3,Yes
T013331,C032660,Login,Low,4,Yes
T013332,C027867,Billing,Medium,3,Yes
T013333,C002048,Login,Low,5,Yes
T013334,C006142,Feature,High,8,Yes
T013335,C032224,Login,Medium,10,Yes
T013336,C006398,Feature,Medium,15,No
T013337,C019964,Bug,Medium,4,Yes
T013338,C045624,Bug,Medium,12,No
T013339,C018311,Bug,Medium,12,Yes
T013340,C003447,Cancellation,High,8,No
T013341,C012237,Bug,High,4,Yes
T013342,C010639,Cancellation,Medium,11,Yes
T013343,C049297,Billing,Medium,5,Yes
T013344,C009080,Bug,Medium,11,Yes
T013345,C016352,Login,Medium,2,Yes
T013346,C028685,Bug,Medium,4,Yes
T013347,C007326,Login,Medium,2,Yes
T013348,C000698,Login,High,0,No
T013349,C044796,Billing,High,12,Yes
T013350,C018953,Billing,High,2,No
T013351,C040905,Feature,High,8,No
T013352,C039425,Login,Low,14,No
T013353,C008716,Billing,Low,12,No
T013354,C039036,Login,High,6,No
T013355,C014516,Feature,Medium,6,No
T013356,C038476,Login,Low,1,Yes
T013357,C037137,Feature,High,15,Yes
T013358,C029343,Cancellation,Low,9,No
T013359,C031211,Bug,Medium,7,Yes
T013360,C022648,Bug,High,9,No
T013361,C036908,Bug,Medium,10,Yes
T013362,C030098,Cancellation,Medium,7,No
T013363,C007785,Bug,High,6,Yes
T013364,C013816,Feature,Medium,1,No
T013365,C030552,Cancellation,Low,13,No
T013366,C046429,Login,Low,12,Yes
T013367,C042173,Bug,Medium,9,Yes
T013368,C010234,Login,High,0,No
T013369,C023951,Login,High,4,Yes
T013370,C037124,Login,Low,15,Yes
T013371,C043563,Feature,Medium,2,Yes
T013372,C018625,Billing,Medium,12,Yes
T013373,C040475,Feature,Low,10,No
T013374,C029069,Bug,Low,10,Yes
T013375,C031811,Login,High,14,Yes
T013376,C003304,Login,Medium,5,No
T013377,C029223,Feature,High,3,Yes
T013378,C028280,Billing,Medium,2,No
T013379,C024247,Bug,High,5,No
T013380,C027408,Bug,High,15,Yes
T013381,C004273,Login,Medium,6,No
T013382,C031987,Billing,Low,7,Yes
T013383,C016999,Login,High,9,No
T013384,C040671,Login,High,1,Yes
T013385,C029748,Feature,Medium,4,No
T013386,C016608,Bug,Medium,3,No
T013387,C033102,Bug,High,11,Yes
T013388,C019361,Login,High,3,Yes
T013389,C034490,Cancellation,Low,8,No
T013390,C004676,Feature,High,7,Yes
T013391,C009233,Bug,High,4,Yes
T013392,C033351,Bug,Low,8,No
T013393,C045464,Login,High,2,Yes
T013394,C020718,Feature,High,11,Yes
T013395,C021454,Feature,Low,15,Yes
T013396,C039717,Feature,Low,12,No
T013397,C039761,Login,Medium,1,No
T013398,C029957,Bug,High,7,No
T013399,C033610,Cancellation,Medium,11,Yes
T013400,C004572,Cancellation,High,14,No
T013401,C016874,Login,High,3,No
T013402,C044391,Cancellation,Low,15,Yes
T013403,C024908,Billing,Low,2,Yes
T013404,C016665,Cancellation,High,7,No
T013405,C008725,Login,Low,5,Yes
T013406,C013534,Feature,Low,6,Yes
T013407,C044673,Billing,Low,9,Yes
T013408,C019064,Cancellation,Low,14,No
T013409,C005204,Cancellation,Low,9,Yes
T013410,C019786,Billing,Medium,3,Yes
T013411,C041296,Login,High,1,Yes
T013412,C030850,Login,High,3,Yes
